id_ville,code_insee,nom_commune,lon,lat
1,4070,Digne-les-Bains,6.2186749381817,44.1038202920296
2,5061,Gap,6.07556284037749,44.5795944309973
3,6088,Nice,7.24373295571966,43.7031811977172
4,13001,Aix-en-Provence,5.41896053120017,43.5360146116416
5,13004,Arles,4.72248402070484,43.5445210670483
6,13055,Marseille,5.44912085017551,43.2941154162268
7,83137,Toulon,5.93144625106356,43.1363683757015
8,84007,Avignon,4.83675249782855,43.9415966436513
