code_insee;date_echeance;indice_no2;indice_o3;indice_pm10;indice_pm25;indice_qualite_air;couleur_qualite;date_diffusion;date_mise_a_jour;libelle_qualite;type_zone;lon;lat
04070;2025-08-07;1;4;1;1;4;#FF5050;2025-08-08;2025-09-01 15:12:39.930;Mauvais;commune;6.2186749381817;44.1038202920296
05061;2025-08-07;1;3;1;1;3;#F0E641;2025-08-08;2025-09-01 15:12:39.930;Dégradé;commune;6.07556284037749;44.5795944309973
06088;2025-08-07;2;4;1;1;4;#FF5050;2025-08-08;2025-09-01 15:12:39.930;Mauvais;commune;7.24373295571966;43.7031811977172
13001;2025-08-07;1;4;1;1;4;#FF5050;2025-08-08;2025-09-01 15:12:39.930;Mauvais;commune;5.41896053120017;43.5360146116416
13004;2025-08-07;1;4;2;1;4;#FF5050;2025-08-08;2025-09-01 15:12:39.930;Mauvais;commune;4.72248402070484;43.5445210670483
13055;2025-08-07;2;4;1;1;4;#FF5050;2025-08-08;2025-09-01 15:12:39.930;Mauvais;commune;5.44912085017551;43.2941154162268
83137;2025-08-07;2;3;1;1;3;#F0E641;2025-08-08;2025-09-01 15:12:39.930;Dégradé;commune;5.93144625106356;43.1363683757015
84007;2025-08-07;1;4;1;1;4;#FF5050;2025-08-08;2025-09-01 15:12:39.930;Mauvais;commune;4.83675249782855;43.9415966436513
04070;2025-08-08;1;4;1;1;4;#FF5050;2025-08-09;2025-09-01 15:12:39.930;Mauvais;commune;6.2186749381817;44.1038202920296
05061;2025-08-08;1;3;2;2;3;#F0E641;2025-08-09;2025-09-01 15:12:39.930;Dégradé;commune;6.07556284037749;44.5795944309973
06088;2025-08-08;2;3;1;1;3;#F0E641;2025-08-09;2025-09-01 15:12:39.930;Dégradé;commune;7.24373295571966;43.7031811977172
13001;2025-08-08;1;4;1;1;4;#FF5050;2025-08-09;2025-09-01 15:12:39.930;Mauvais;commune;5.41896053120017;43.5360146116416
13004;2025-08-08;1;4;2;2;4;#FF5050;2025-08-09;2025-09-01 15:12:39.930;Mauvais;commune;4.72248402070484;43.5445210670483
13055;2025-08-08;2;4;2;2;4;#FF5050;2025-08-09;2025-09-01 15:12:39.930;Mauvais;commune;5.44912085017551;43.2941154162268
83137;2025-08-08;2;4;1;1;4;#FF5050;2025-08-09;2025-09-01 15:12:39.930;Mauvais;commune;5.93144625106356;43.1363683757015
84007;2025-08-08;2;4;2;2;4;#FF5050;2025-08-09;2025-09-01 15:12:39.930;Mauvais;commune;4.83675249782855;43.9415966436513
04070;2025-08-09;1;4;2;2;4;#FF5050;2025-08-10;2025-09-01 15:12:39.930;Mauvais;commune;6.2186749381817;44.1038202920296
05061;2025-08-09;1;3;2;2;3;#F0E641;2025-08-10;2025-09-01 15:12:39.930;Dégradé;commune;6.07556284037749;44.5795944309973
06088;2025-08-09;2;4;1;2;4;#FF5050;2025-08-10;2025-09-01 15:12:39.930;Mauvais;commune;7.24373295571966;43.7031811977172
13001;2025-08-09;1;4;2;2;4;#FF5050;2025-08-10;2025-09-01 15:12:39.930;Mauvais;commune;5.41896053120017;43.5360146116416
13004;2025-08-09;1;3;2;2;3;#F0E641;2025-08-10;2025-09-01 15:12:39.930;Dégradé;commune;4.72248402070484;43.5445210670483
13055;2025-08-09;2;4;2;2;4;#FF5050;2025-08-10;2025-09-01 15:12:39.930;Mauvais;commune;5.44912085017551;43.2941154162268
83137;2025-08-09;1;4;1;2;4;#FF5050;2025-08-10;2025-09-01 15:12:39.930;Mauvais;commune;5.93144625106356;43.1363683757015
84007;2025-08-09;2;3;2;2;3;#F0E641;2025-08-10;2025-09-01 15:12:39.930;Dégradé;commune;4.83675249782855;43.9415966436513
04070;2025-08-10;1;3;2;2;3;#F0E641;2025-08-11;2025-09-01 15:12:39.930;Dégradé;commune;6.2186749381817;44.1038202920296
05061;2025-08-10;1;3;2;2;3;#F0E641;2025-08-11;2025-09-01 15:12:39.930;Dégradé;commune;6.07556284037749;44.5795944309973
06088;2025-08-10;2;4;2;2;4;#FF5050;2025-08-11;2025-09-01 15:12:39.930;Mauvais;commune;7.24373295571966;43.7031811977172
13001;2025-08-10;2;4;2;2;4;#FF5050;2025-08-11;2025-09-01 15:12:39.930;Mauvais;commune;5.41896053120017;43.5360146116416
13004;2025-08-10;1;4;2;2;4;#FF5050;2025-08-11;2025-09-01 15:12:39.930;Mauvais;commune;4.72248402070484;43.5445210670483
13055;2025-08-10;2;4;2;2;4;#FF5050;2025-08-11;2025-09-01 15:12:39.930;Mauvais;commune;5.44912085017551;43.2941154162268
83137;2025-08-10;2;4;2;2;4;#FF5050;2025-08-11;2025-09-01 15:12:39.930;Mauvais;commune;5.93144625106356;43.1363683757015
84007;2025-08-10;2;4;2;2;4;#FF5050;2025-08-11;2025-09-01 15:12:39.930;Mauvais;commune;4.83675249782855;43.9415966436513
04070;2025-08-11;1;4;2;2;4;#FF5050;2025-08-12;2025-09-01 15:12:39.930;Mauvais;commune;6.2186749381817;44.1038202920296
05061;2025-08-11;1;3;2;2;3;#F0E641;2025-08-12;2025-09-01 15:12:39.930;Dégradé;commune;6.07556284037749;44.5795944309973
06088;2025-08-11;2;4;2;2;4;#FF5050;2025-08-12;2025-09-01 15:12:39.930;Mauvais;commune;7.24373295571966;43.7031811977172
13001;2025-08-11;2;4;2;2;4;#FF5050;2025-08-12;2025-09-01 15:12:39.930;Mauvais;commune;5.41896053120017;43.5360146116416
13004;2025-08-11;1;4;2;2;4;#FF5050;2025-08-12;2025-09-01 15:12:39.930;Mauvais;commune;4.72248402070484;43.5445210670483
13055;2025-08-11;2;3;2;2;3;#F0E641;2025-08-12;2025-09-01 15:12:39.930;Dégradé;commune;5.44912085017551;43.2941154162268
83137;2025-08-11;2;3;2;2;3;#F0E641;2025-08-12;2025-09-01 15:12:39.930;Dégradé;commune;5.93144625106356;43.1363683757015
84007;2025-08-11;2;4;2;2;4;#FF5050;2025-08-12;2025-09-01 15:12:39.930;Mauvais;commune;4.83675249782855;43.9415966436513
04070;2025-08-12;1;4;2;1;4;#FF5050;2025-08-13;2025-09-01 15:12:39.930;Mauvais;commune;6.2186749381817;44.1038202920296
05061;2025-08-12;1;3;2;2;3;#F0E641;2025-08-13;2025-09-01 15:12:39.930;Dégradé;commune;6.07556284037749;44.5795944309973
06088;2025-08-12;2;4;2;2;4;#FF5050;2025-08-13;2025-09-01 15:12:39.930;Mauvais;commune;7.24373295571966;43.7031811977172
13001;2025-08-12;2;4;2;2;4;#FF5050;2025-08-13;2025-09-01 15:12:39.930;Mauvais;commune;5.41896053120017;43.5360146116416
13004;2025-08-12;1;4;2;2;4;#FF5050;2025-08-13;2025-09-01 15:12:39.930;Mauvais;commune;4.72248402070484;43.5445210670483
13055;2025-08-12;2;4;2;2;4;#FF5050;2025-08-13;2025-09-01 15:12:39.930;Mauvais;commune;5.44912085017551;43.2941154162268
83137;2025-08-12;2;4;2;2;4;#FF5050;2025-08-13;2025-09-01 15:12:39.930;Mauvais;commune;5.93144625106356;43.1363683757015
84007;2025-08-12;2;4;2;2;4;#FF5050;2025-08-13;2025-09-01 15:12:39.930;Mauvais;commune;4.83675249782855;43.9415966436513
04070;2025-08-13;1;4;1;1;4;#FF5050;2025-08-14;2025-09-01 15:12:39.930;Mauvais;commune;6.2186749381817;44.1038202920296
05061;2025-08-13;1;3;1;1;3;#F0E641;2025-08-14;2025-09-01 15:12:39.930;Dégradé;commune;6.07556284037749;44.5795944309973
06088;2025-08-13;2;4;2;2;4;#FF5050;2025-08-14;2025-09-01 15:12:39.930;Mauvais;commune;7.24373295571966;43.7031811977172
13001;2025-08-13;1;4;2;2;4;#FF5050;2025-08-14;2025-09-01 15:12:39.930;Mauvais;commune;5.41896053120017;43.5360146116416
13004;2025-08-13;1;4;2;2;4;#FF5050;2025-08-14;2025-09-01 15:12:39.930;Mauvais;commune;4.72248402070484;43.5445210670483
13055;2025-08-13;2;4;2;2;3;#F0E641;2025-08-14;2025-09-01 15:12:39.930;Dégradé;commune;5.44912085017551;43.2941154162268
83137;2025-08-13;2;4;2;2;3;#F0E641;2025-08-14;2025-09-01 15:12:39.930;Dégradé;commune;5.93144625106356;43.1363683757015
84007;2025-08-13;2;4;2;2;4;#FF5050;2025-08-14;2025-09-01 15:12:39.930;Mauvais;commune;4.83675249782855;43.9415966436513
04070;2025-08-14;1;4;1;1;4;#FF5050;2025-08-15;2025-09-01 15:12:39.930;Mauvais;commune;6.2186749381817;44.1038202920296
05061;2025-08-14;1;3;1;1;3;#F0E641;2025-08-15;2025-09-01 15:12:39.930;Dégradé;commune;6.07556284037749;44.5795944309973
06088;2025-08-14;2;3;3;2;3;#F0E641;2025-08-15;2025-09-01 15:12:39.930;Dégradé;commune;7.24373295571966;43.7031811977172
13001;2025-08-14;1;4;2;2;4;#FF5050;2025-08-15;2025-09-01 15:12:39.930;Mauvais;commune;5.41896053120017;43.5360146116416
13004;2025-08-14;1;4;2;2;4;#FF5050;2025-08-15;2025-09-01 15:12:39.930;Mauvais;commune;4.72248402070484;43.5445210670483
13055;2025-08-14;2;4;2;2;4;#FF5050;2025-08-15;2025-09-01 15:12:39.930;Mauvais;commune;5.44912085017551;43.2941154162268
83137;2025-08-14;2;4;2;2;4;#FF5050;2025-08-15;2025-09-01 15:12:39.930;Mauvais;commune;5.93144625106356;43.1363683757015
84007;2025-08-14;1;4;2;2;4;#FF5050;2025-08-15;2025-09-01 15:12:39.930;Mauvais;commune;4.83675249782855;43.9415966436513
04070;2025-08-15;1;3;1;1;3;#F0E641;2025-08-16;2025-09-01 15:12:39.930;Dégradé;commune;6.2186749381817;44.1038202920296
05061;2025-08-15;1;3;1;1;3;#F0E641;2025-08-16;2025-09-01 15:12:39.930;Dégradé;commune;6.07556284037749;44.5795944309973
06088;2025-08-15;2;3;2;2;3;#F0E641;2025-08-16;2025-09-01 15:12:39.930;Dégradé;commune;7.24373295571966;43.7031811977172
13001;2025-08-15;1;4;1;1;4;#FF5050;2025-08-16;2025-09-01 15:12:39.930;Mauvais;commune;5.41896053120017;43.5360146116416
13004;2025-08-15;1;4;2;2;4;#FF5050;2025-08-16;2025-09-01 15:12:39.930;Mauvais;commune;4.72248402070484;43.5445210670483
13055;2025-08-15;2;4;1;1;4;#FF5050;2025-08-16;2025-09-01 15:12:39.930;Mauvais;commune;5.44912085017551;43.2941154162268
83137;2025-08-15;1;4;1;1;4;#FF5050;2025-08-16;2025-09-01 15:12:39.930;Mauvais;commune;5.93144625106356;43.1363683757015
84007;2025-08-15;1;4;2;2;4;#FF5050;2025-08-16;2025-09-01 15:12:39.930;Mauvais;commune;4.83675249782855;43.9415966436513
04070;2025-08-16;1;4;2;1;4;#FF5050;2025-08-17;2025-09-01 15:12:39.930;Mauvais;commune;6.2186749381817;44.1038202920296
05061;2025-08-16;1;4;2;2;4;#FF5050;2025-08-17;2025-09-01 15:12:39.930;Mauvais;commune;6.07556284037749;44.5795944309973
06088;2025-08-16;2;4;2;2;4;#FF5050;2025-08-17;2025-09-01 15:12:39.930;Mauvais;commune;7.24373295571966;43.7031811977172
13001;2025-08-16;1;4;2;2;4;#FF5050;2025-08-17;2025-09-01 15:12:39.930;Mauvais;commune;5.41896053120017;43.5360146116416
13004;2025-08-16;1;4;2;2;4;#FF5050;2025-08-17;2025-09-01 15:12:39.930;Mauvais;commune;4.72248402070484;43.5445210670483
13055;2025-08-16;2;4;2;2;4;#FF5050;2025-08-17;2025-09-01 15:12:39.930;Mauvais;commune;5.44912085017551;43.2941154162268
83137;2025-08-16;1;4;2;2;4;#FF5050;2025-08-17;2025-09-01 15:12:39.930;Mauvais;commune;5.93144625106356;43.1363683757015
84007;2025-08-16;1;4;2;2;4;#FF5050;2025-08-17;2025-09-01 15:12:39.930;Mauvais;commune;4.83675249782855;43.9415966436513
04070;2025-08-17;1;4;1;1;4;#FF5050;2025-08-18;2025-09-01 15:12:39.930;Mauvais;commune;6.2186749381817;44.1038202920296
05061;2025-08-17;1;3;1;2;3;#F0E641;2025-08-18;2025-09-01 15:12:39.930;Dégradé;commune;6.07556284037749;44.5795944309973
06088;2025-08-17;2;4;2;2;4;#FF5050;2025-08-18;2025-09-01 15:12:39.930;Mauvais;commune;7.24373295571966;43.7031811977172
13001;2025-08-17;1;3;1;2;3;#F0E641;2025-08-18;2025-09-01 15:12:39.930;Dégradé;commune;5.41896053120017;43.5360146116416
13004;2025-08-17;1;3;1;1;3;#F0E641;2025-08-18;2025-09-01 15:12:39.930;Dégradé;commune;4.72248402070484;43.5445210670483
13055;2025-08-17;1;4;2;2;4;#FF5050;2025-08-18;2025-09-01 15:12:39.930;Mauvais;commune;5.44912085017551;43.2941154162268
83137;2025-08-17;1;4;2;2;4;#FF5050;2025-08-18;2025-09-01 15:12:39.930;Mauvais;commune;5.93144625106356;43.1363683757015
84007;2025-08-17;1;4;1;2;4;#FF5050;2025-08-18;2025-09-01 15:12:39.930;Mauvais;commune;4.83675249782855;43.9415966436513
04070;2025-08-18;1;4;1;1;4;#FF5050;2025-08-19;2025-09-01 15:12:39.930;Mauvais;commune;6.2186749381817;44.1038202920296
05061;2025-08-18;1;4;1;1;4;#FF5050;2025-08-19;2025-09-01 15:12:39.930;Mauvais;commune;6.07556284037749;44.5795944309973
06088;2025-08-18;2;4;2;2;4;#FF5050;2025-08-19;2025-09-01 15:12:39.930;Mauvais;commune;7.24373295571966;43.7031811977172
13001;2025-08-18;1;4;1;2;4;#FF5050;2025-08-19;2025-09-01 15:12:39.930;Mauvais;commune;5.41896053120017;43.5360146116416
13004;2025-08-18;1;4;2;2;4;#FF5050;2025-08-19;2025-09-01 15:12:39.930;Mauvais;commune;4.72248402070484;43.5445210670483
13055;2025-08-18;1;4;2;2;4;#FF5050;2025-08-19;2025-09-01 15:12:39.930;Mauvais;commune;5.44912085017551;43.2941154162268
83137;2025-08-18;2;4;2;2;4;#FF5050;2025-08-19;2025-09-01 15:12:39.930;Mauvais;commune;5.93144625106356;43.1363683757015
84007;2025-08-18;1;4;2;2;4;#FF5050;2025-08-19;2025-09-01 15:12:39.930;Mauvais;commune;4.83675249782855;43.9415966436513
04070;2025-08-19;1;3;1;1;3;#F0E641;2025-08-20;2025-09-01 15:12:39.930;Dégradé;commune;6.2186749381817;44.1038202920296
05061;2025-08-19;1;3;1;2;3;#F0E641;2025-08-20;2025-09-01 15:12:39.930;Dégradé;commune;6.07556284037749;44.5795944309973
06088;2025-08-19;1;3;2;2;3;#F0E641;2025-08-20;2025-09-01 15:12:39.930;Dégradé;commune;7.24373295571966;43.7031811977172
13001;2025-08-19;1;3;1;2;3;#F0E641;2025-08-20;2025-09-01 15:12:39.930;Dégradé;commune;5.41896053120017;43.5360146116416
13004;2025-08-19;1;3;2;2;3;#F0E641;2025-08-20;2025-09-01 15:12:39.930;Dégradé;commune;4.72248402070484;43.5445210670483
13055;2025-08-19;1;3;2;2;3;#F0E641;2025-08-20;2025-09-01 15:12:39.930;Dégradé;commune;5.44912085017551;43.2941154162268
83137;2025-08-19;1;3;2;1;3;#F0E641;2025-08-20;2025-09-01 15:12:39.930;Dégradé;commune;5.93144625106356;43.1363683757015
84007;2025-08-19;2;4;2;2;4;#FF5050;2025-08-20;2025-09-01 15:12:39.930;Mauvais;commune;4.83675249782855;43.9415966436513
04070;2025-08-20;1;2;1;1;2;#50CCAA;2025-08-21;2025-09-01 15:12:39.930;Moyen;commune;6.2186749381817;44.1038202920296
05061;2025-08-20;1;2;1;1;2;#50CCAA;2025-08-21;2025-09-01 15:12:39.930;Moyen;commune;6.07556284037749;44.5795944309973
06088;2025-08-20;1;2;2;2;2;#50CCAA;2025-08-21;2025-09-01 15:12:39.930;Moyen;commune;7.24373295571966;43.7031811977172
13001;2025-08-20;1;2;1;1;2;#50CCAA;2025-08-21;2025-09-01 15:12:39.930;Moyen;commune;5.41896053120017;43.5360146116416
13004;2025-08-20;1;3;1;2;3;#F0E641;2025-08-21;2025-09-01 15:12:39.930;Dégradé;commune;4.72248402070484;43.5445210670483
13055;2025-08-20;1;3;1;2;3;#F0E641;2025-08-21;2025-09-01 15:12:39.930;Dégradé;commune;5.44912085017551;43.2941154162268
83137;2025-08-20;1;3;1;1;3;#F0E641;2025-08-21;2025-09-01 15:12:39.930;Dégradé;commune;5.93144625106356;43.1363683757015
84007;2025-08-20;1;3;1;2;3;#F0E641;2025-08-21;2025-09-01 15:12:39.930;Dégradé;commune;4.83675249782855;43.9415966436513
04070;2025-08-21;1;2;1;1;2;#50CCAA;2025-08-22;2025-09-01 15:12:39.930;Moyen;commune;6.2186749381817;44.1038202920296
05061;2025-08-21;1;2;1;1;2;#50CCAA;2025-08-22;2025-09-01 15:12:39.930;Moyen;commune;6.07556284037749;44.5795944309973
06088;2025-08-21;1;3;1;1;3;#F0E641;2025-08-22;2025-09-01 15:12:39.930;Dégradé;commune;7.24373295571966;43.7031811977172
13001;2025-08-21;1;2;1;1;2;#50CCAA;2025-08-22;2025-09-01 15:12:39.930;Moyen;commune;5.41896053120017;43.5360146116416
13004;2025-08-21;1;2;1;1;2;#50CCAA;2025-08-22;2025-09-01 15:12:39.930;Moyen;commune;4.72248402070484;43.5445210670483
13055;2025-08-21;1;2;1;1;2;#50CCAA;2025-08-22;2025-09-01 15:12:39.930;Moyen;commune;5.44912085017551;43.2941154162268
83137;2025-08-21;1;2;1;1;2;#50CCAA;2025-08-22;2025-09-01 15:12:39.930;Moyen;commune;5.93144625106356;43.1363683757015
84007;2025-08-21;1;2;1;1;2;#50CCAA;2025-08-22;2025-09-01 15:12:39.930;Moyen;commune;4.83675249782855;43.9415966436513
04070;2025-08-22;1;3;1;1;3;#F0E641;2025-08-23;2025-09-01 15:12:39.930;Dégradé;commune;6.2186749381817;44.1038202920296
05061;2025-08-22;1;2;1;1;2;#50CCAA;2025-08-23;2025-09-01 15:12:39.930;Moyen;commune;6.07556284037749;44.5795944309973
06088;2025-08-22;1;3;1;1;3;#F0E641;2025-08-23;2025-09-01 15:12:39.930;Dégradé;commune;7.24373295571966;43.7031811977172
13001;2025-08-22;1;3;1;1;3;#F0E641;2025-08-23;2025-09-01 15:12:39.930;Dégradé;commune;5.41896053120017;43.5360146116416
13004;2025-08-22;1;3;1;1;3;#F0E641;2025-08-23;2025-09-01 15:12:39.930;Dégradé;commune;4.72248402070484;43.5445210670483
13055;2025-08-22;1;3;1;1;3;#F0E641;2025-08-23;2025-09-01 15:12:39.930;Dégradé;commune;5.44912085017551;43.2941154162268
83137;2025-08-22;1;3;1;1;3;#F0E641;2025-08-23;2025-09-01 15:12:39.930;Dégradé;commune;5.93144625106356;43.1363683757015
84007;2025-08-22;1;3;1;1;3;#F0E641;2025-08-23;2025-09-01 15:12:39.930;Dégradé;commune;4.83675249782855;43.9415966436513
04070;2025-08-23;1;3;1;1;3;#F0E641;2025-08-24;2025-09-01 15:12:39.930;Dégradé;commune;6.2186749381817;44.1038202920296
05061;2025-08-23;1;2;1;1;2;#50CCAA;2025-08-24;2025-09-01 15:12:39.930;Moyen;commune;6.07556284037749;44.5795944309973
06088;2025-08-23;1;3;1;1;3;#F0E641;2025-08-24;2025-09-01 15:12:39.930;Dégradé;commune;7.24373295571966;43.7031811977172
13001;2025-08-23;1;2;1;1;2;#50CCAA;2025-08-24;2025-09-01 15:12:39.930;Moyen;commune;5.41896053120017;43.5360146116416
13004;2025-08-23;1;2;1;1;2;#50CCAA;2025-08-24;2025-09-01 15:12:39.930;Moyen;commune;4.72248402070484;43.5445210670483
13055;2025-08-23;1;3;1;1;3;#F0E641;2025-08-24;2025-09-01 15:12:39.930;Dégradé;commune;5.44912085017551;43.2941154162268
83137;2025-08-23;1;3;1;1;3;#F0E641;2025-08-24;2025-09-01 15:12:39.930;Dégradé;commune;5.93144625106356;43.1363683757015
84007;2025-08-23;1;3;1;1;3;#F0E641;2025-08-24;2025-09-01 15:12:39.930;Dégradé;commune;4.83675249782855;43.9415966436513
04070;2025-08-24;1;3;1;1;3;#F0E641;2025-08-25;2025-09-01 15:12:39.930;Dégradé;commune;6.2186749381817;44.1038202920296
05061;2025-08-24;1;2;1;1;2;#50CCAA;2025-08-25;2025-09-01 15:12:39.930;Moyen;commune;6.07556284037749;44.5795944309973
06088;2025-08-24;1;3;1;1;3;#F0E641;2025-08-25;2025-09-01 15:12:39.930;Dégradé;commune;7.24373295571966;43.7031811977172
13001;2025-08-24;1;3;1;1;3;#F0E641;2025-08-25;2025-09-01 15:12:39.930;Dégradé;commune;5.41896053120017;43.5360146116416
13004;2025-08-24;1;3;1;1;3;#F0E641;2025-08-25;2025-09-01 15:12:39.930;Dégradé;commune;4.72248402070484;43.5445210670483
13055;2025-08-24;1;3;1;1;3;#F0E641;2025-08-25;2025-09-01 15:12:39.930;Dégradé;commune;5.44912085017551;43.2941154162268
83137;2025-08-24;1;3;1;1;3;#F0E641;2025-08-25;2025-09-01 15:12:39.930;Dégradé;commune;5.93144625106356;43.1363683757015
84007;2025-08-24;2;3;1;1;3;#F0E641;2025-08-25;2025-09-01 15:12:39.930;Dégradé;commune;4.83675249782855;43.9415966436513
04070;2025-08-25;1;3;1;1;3;#F0E641;2025-08-26;2025-09-01 15:12:39.930;Dégradé;commune;6.2186749381817;44.1038202920296
05061;2025-08-25;1;3;1;1;3;#F0E641;2025-08-26;2025-09-01 15:12:39.930;Dégradé;commune;6.07556284037749;44.5795944309973
06088;2025-08-25;1;3;1;1;3;#F0E641;2025-08-26;2025-09-01 15:12:39.930;Dégradé;commune;7.24373295571966;43.7031811977172
13001;2025-08-25;1;3;1;1;3;#F0E641;2025-08-26;2025-09-01 15:12:39.930;Dégradé;commune;5.41896053120017;43.5360146116416
13004;2025-08-25;1;3;1;1;3;#F0E641;2025-08-26;2025-09-01 15:12:39.930;Dégradé;commune;4.72248402070484;43.5445210670483
13055;2025-08-25;2;3;1;1;3;#F0E641;2025-08-26;2025-09-01 15:12:39.930;Dégradé;commune;5.44912085017551;43.2941154162268
83137;2025-08-25;2;3;1;1;3;#F0E641;2025-08-26;2025-09-01 15:12:39.930;Dégradé;commune;5.93144625106356;43.1363683757015
84007;2025-08-25;2;4;1;1;4;#FF5050;2025-08-26;2025-09-01 15:12:39.930;Mauvais;commune;4.83675249782855;43.9415966436513
04070;2025-08-26;1;3;1;1;3;#F0E641;2025-08-27;2025-09-01 15:12:39.930;Dégradé;commune;6.2186749381817;44.1038202920296
05061;2025-08-26;1;3;1;2;3;#F0E641;2025-08-27;2025-09-01 15:12:39.930;Dégradé;commune;6.07556284037749;44.5795944309973
06088;2025-08-26;1;3;1;1;3;#F0E641;2025-08-27;2025-09-01 15:12:39.930;Dégradé;commune;7.24373295571966;43.7031811977172
13001;2025-08-26;1;3;1;2;3;#F0E641;2025-08-27;2025-09-01 15:12:39.930;Dégradé;commune;5.41896053120017;43.5360146116416
13004;2025-08-26;1;2;2;2;2;#50CCAA;2025-08-27;2025-09-01 15:12:39.930;Moyen;commune;4.72248402070484;43.5445210670483
